Fold,Model,Padding,Image_ID,Modality,Dice,HD95
0,ST-SAM,-5,Color1_000664,Colour,0.8928571343421936,7.211102485656738
0,ST-SAM,-5,Color1_000426,Colour,0.8031465411186218,26.172504425048828
0,ST-SAM,-5,Color1_000332,Colour,0.9418348073959351,4.0
0,ST-SAM,-5,Color1_000070,Colour,0.8503583669662476,14.317821502685547
0,ST-SAM,-5,Color1_000078,Colour,0.7897664904594421,23.014938354492188
0,ST-SAM,-5,Color1_000208,Colour,0.897299587726593,7.071067810058594
0,ST-SAM,-5,Color1_000227,Colour,0.9294153451919556,3.1622776985168457
0,ST-SAM,-5,Color1_000134,Colour,0.8993887305259705,8.949951171875
0,ST-SAM,-5,Color1_000791,Colour,0.9596222043037415,2.2360680103302
0,ST-SAM,-5,Color1_000543,Colour,0.9070172905921936,6.167384147644043
0,ST-SAM,-5,Color1_000317,Colour,0.9030328989028931,8.413548469543457
0,ST-SAM,-5,Color1_000401,Colour,0.9000273942947388,4.123105525970459
0,ST-SAM,-5,Color1_000622,Colour,0.9159916639328003,8.0
0,ST-SAM,-5,Color1_000533,Colour,0.8969770669937134,8.529322624206543
0,ST-SAM,-5,Color1_000524,Colour,0.9468891024589539,6.0
0,ST-SAM,-5,Color1_000025,Colour,0.9383702278137207,5.830951690673828
0,ST-SAM,-5,Color1_000391,Colour,0.9265791773796082,10.440306663513184
0,ST-SAM,-5,Color1_000203,Colour,0.8953142762184143,3.0
0,ST-SAM,-5,Color1_000742,Colour,0.9000646471977234,8.578995704650879
0,ST-SAM,-5,Color1_000747,Colour,0.9382359981536865,8.980496406555176
0,ST-SAM,-5,Color1_000052,Colour,0.887009859085083,11.68543815612793
0,ST-SAM,-5,Color1_000513,Colour,0.9228577613830566,3.0
0,ST-SAM,-5,Color1_000669,Colour,0.9053646326065063,11.180339813232422
0,ST-SAM,-5,Color1_000282,Colour,0.9052753448486328,5.385164737701416
0,ST-SAM,-5,Color1_000387,Colour,0.9330981969833374,4.4721360206604
0,ST-SAM,-5,Color1_000686,Colour,0.9306678175926208,2.2360680103302
0,ST-SAM,-5,Color1_000400,Colour,0.8494777679443359,12.047813415527344
0,ST-SAM,-5,Color1_000470,Colour,0.9003007411956787,3.0
0,ST-SAM,-5,Color1_000429,Colour,0.9207375049591064,6.7082037925720215
0,ST-SAM,-5,Color1_000095,Colour,0.9237778782844543,7.790794849395752
0,ST-SAM,-5,Color1_000538,Colour,0.9132925868034363,11.431622505187988
0,ST-SAM,-5,Color1_000676,Colour,0.9321374893188477,7.071067810058594
0,ST-SAM,-5,Color1_000244,Colour,0.9201660752296448,6.7082037925720215
0,ST-SAM,-5,Color1_000466,Colour,0.8894688487052917,3.0
0,ST-SAM,-5,Color1_000586,Colour,0.9522117376327515,8.499961853027344
0,ST-SAM,-5,Color1_000702,Colour,0.9034950733184814,5.0
0,ST-SAM,-5,Color1_000770,Colour,0.9238533973693848,7.8102498054504395
0,ST-SAM,-5,Color1_000483,Colour,0.9125505089759827,11.661903381347656
0,ST-SAM,-5,Color1_000303,Colour,0.9472599625587463,2.0
0,ST-SAM,-5,Color1_000327,Colour,0.9450327754020691,5.385164737701416
0,ST-SAM,-5,Color1_000350,Colour,0.9203243851661682,8.12572193145752
0,ST-SAM,-5,Color1_000107,Colour,0.9095653891563416,7.6157732009887695
0,ST-SAM,-5,Color1_000182,Colour,0.9380022287368774,4.123105525970459
0,ST-SAM,-5,Color1_000129,Colour,0.935488224029541,5.0
